N,P,K,temperature,humidity,ph,rainfall,label
60,44,23,22.656749418107555,60.42865228226774,5.722579819,90.396379297155,maize
74,48,17,18.14745402680209,52.698573000816644,6.430616465,85.43068095684134,maize
89,60,17,27.629348939652292,65.6845709103479,5.983952675,102.87914930546094,maize
69,51,23,18.00235281234783,66.17384681065062,6.80163854,109.97898946500831,maize
96,46,22,16.086953450552926,72.500724069296,6.499936446,60.91236600628022,maize
61,60,15,21.658721385239055,70.79255645497355,6.265564338,73.629660705334,maize
74,58,18,20.475736416812282,46.51486011335933,6.727303282,123.83084608289032,maize
74,43,23,21.65167320895899,71.67887102208994,6.325235159,92.43174658929843,maize
63,43,17,19.782841580128604,68.19202182195063,6.807487794,70.29533565697643,maize
99,36,20,21.918312005614656,71.50813192787848,6.671085817000001,77.31727836046247,maize
77,36,23,21.34118965206598,50.26168230443139,6.648725327,87.16388256424518,maize
87,60,23,17.87099871762738,71.59393895588798,6.439071996,72.97402476786051,maize
60,38,17,16.347301386872658,64.31087438162524,6.474476516,63.05844362755588,maize
94,54,17,26.490547590470022,61.50207123614277,5.871647806,92.63869329314693,maize
95,38,22,22.073782889006512,60.41700338539569,5.730617109,82.58439170374272,maize
84,44,21,20.500399326526068,60.884703881270795,5.850439831,115.7576295536596,maize
77,58,19,22.04274219480545,49.12314527360425,5.791649933,115.08372660376828,maize
66,44,20,21.358483118056114,63.18623769226876,6.740000687999999,81.41540891719481,maize
63,35,16,22.812459380524814,73.01124378480219,6.272417541,85.67731201681478,maize
79,45,20,24.55068206258341,68.95476641292642,5.715208817000001,84.58442249523685,maize
72,60,25,22.71174434354507,64.89179669188992,5.773454729,101.98180213037597,maize
67,51,24,21.451664676444047,64.86363623236382,5.584171461,80.2081281999868,maize
86,36,24,28.253225803097052,63.969155661377776,5.787268394,79.52916558489547,maize
76,48,18,21.749807509277517,67.47230882420679,5.77597783,72.83681769002712,maize
75,53,18,20.022892757082055,54.0332441855733,6.864793607,117.58903970845472,maize
81,45,23,17.077018943243875,60.26384788517079,6.192360002999999,87.26167442936814,maize
73,45,21,28.562689174998468,75.88653689695299,6.636803222999999,111.12277953090125,maize
71,35,24,18.508754714479878,55.28527568007247,5.826426917,56.95190044574525,maize
96,54,22,23.065176143719867,58.79107574642233,6.960358276,74.52202434128833,maize
99,39,18,16.637817450772836,71.8581573910926,6.11275104,70.66064119264333,maize
62,48,20,19.353530949834116,58.95730926087877,6.708446922,78.11859991343971,maize
86,37,16,18.15657644001121,68.45577358238377,5.561510732,65.54016268984094,maize
94,50,19,19.201211142112616,69.65075783322037,5.873242491,82.12997428366974,maize
76,39,24,29.18355086183078,53.56927267500113,6.995843776,77.21962606106842,maize
77,52,17,22.540681594602166,75.2366528469422,5.714799723,73.66535083310151,maize
74,39,23,20.226741850728367,68.54571563258527,6.78073637,96.90719637719104,maize
81,49,20,18.022858045132104,52.65945981842064,5.513697923,90.72657171390267,maize
63,42,21,25.23781168572304,74.32688139348136,5.798423907999999,58.60113706200198,maize
99,38,21,22.680149593301877,71.62862218804806,6.352471866,65.69759925790181,maize
90,52,25,24.22084509174901,74.66501943844919,6.822586546,109.964721521305,maize
68,40,19,26.818725191500445,71.26427969544704,6.655426355,106.43087285483895,maize
60,57,24,18.731053032376863,61.59479132050599,6.1212940410000005,55.17435566460547,maize
71,52,18,22.10338764255556,58.44773453551451,5.790770202999999,71.69162387232171,maize
61,59,17,24.300670868388274,63.08329279687121,6.47444292,110.35176223362022,maize
88,38,15,21.273490989996173,72.03428402780452,6.455116637000001,58.555216879254715,maize
65,60,22,28.837769296048297,64.28322814113824,6.6069840860000015,97.81941309888047,maize
78,37,22,29.02487608894257,66.0006653371533,6.330554389,64.3172138048452,maize
78,58,15,29.87552025842778,68.24617986901177,6.5286312660000005,67.31861083868213,maize
92,60,23,14.511512736925907,75.45415758391685,5.721667141,80.91449320513661,maize
79,59,17,20.076387196368668,66.83480247836604,6.644205485,94.46335162200324,maize
91,55,15,21.270708843101666,78.84200360314205,6.376651091,93.78638587333982,maize
76,51,18,27.712842642317458,73.4977550387681,6.247040422,89.9840004618512,maize
87,48,25,23.133543679676553,56.533952776036976,6.656730007999999,106.06262059532826,maize
71,60,22,29.82898734818053,66.87388805076105,6.2048017,66.7396532959451,maize
90,57,24,16.826054307313356,66.48697859690364,6.158860284,83.99450461464735,maize
67,35,22,21.479282601498724,55.061099147795325,6.385684213999999,88.88501943496964,maize
60,54,19,15.024631593983255,53.040262008044245,6.417820493,80.07844495425151,maize
83,58,23,24.42709485097022,53.767066578001135,6.381201909,81.63670737897057,maize
83,57,19,30.667470682524296,65.27840099542759,6.877869005,79.49442320235926,maize
40,72,77,20.39059817138011,25.89302848643418,7.485996067,94.36180353787461,chickpea
23,72,84,19.333888148724046,25.751475100506767,6.920251378,77.81618084904932,chickpea
39,58,85,13.759205617262554,21.60637143418783,5.9969320370000005,55.43283539533397,chickpea
22,72,85,21.31725698176509,17.25438557463061,6.391173589,70.80496313965799,chickpea
36,67,77,17.005116680998245,24.06662326635433,7.152811172000001,97.50036090553542,chickpea
32,73,81,19.164345573004425,20.04008382512636,5.988992796000002,81.30097999369328,chickpea
58,70,84,24.98494831410802,12.055669915743124,6.231049027999999,57.405524157305145,chickpea
59,70,84,13.86289902782405,14.305763667575306,7.550808267000001,74.46396773206058,chickpea
42,62,75,15.26296741347766,27.123498782725257,7.010570541,86.22502184326075,chickpea
28,74,81,16.722466707936658,11.456256481229413,8.753795334,71.91638793762687,chickpea
58,66,79,21.191393308673927,24.6212444626789,8.718192847000001,108.28591240575054,chickpea
43,66,79,19.884494453356297,8.026660933325777,7.976607593,63.52743723711316,chickpea
58,63,81,21.98034187591831,23.00624446189451,6.515499548999999,87.68778615325726,chickpea
23,62,85,15.526784126932213,15.222786378604832,8.490127142,93.04742781099691,chickpea
27,62,77,16.794645720509312,8.183651450503849,6.576415562,50.588177475272744,chickpea
28,72,84,15.407450741277158,19.67361218977519,6.481783042999999,64.07744553772078,chickpea
50,56,76,22.700398967113898,20.464740431937717,7.966605025,56.10709876827178,chickpea
39,71,84,17.90417897678002,20.89694606619302,8.140825437,73.49699777613735,chickpea
25,78,76,13.969084456554771,7.23149027421084,7.228963452,69.87376410599524,chickpea
31,70,77,23.29998969971983,10.42417034860297,6.492546046,101.53675567565841,chickpea
26,80,83,14.171574881001709,19.23507902326084,7.528599957000001,57.638338143067315,chickpea
25,68,77,21.05362287711875,8.214048289433666,7.701446446,100.32011554318302,chickpea
31,78,76,21.26960957165085,15.786295398044283,8.519975748,80.92610371683773,chickpea
60,68,83,15.198012419192109,14.01973483282259,6.620900869,78.22986859306152,chickpea
59,62,83,23.33410738338929,23.74440531583113,8.104396057999999,61.37346411557884,chickpea
22,67,78,21.741420589322114,4.526847545918072,6.204090835,79.00642911397901,chickpea
36,65,80,18.493668492759458,23.885627051557627,6.051091339,72.73592113838029,chickpea
59,60,84,23.12586733434912,24.363805029355234,7.690962337999999,80.3812482427645,chickpea
54,77,85,20.211335672327593,26.94770779869049,7.8292111439999985,70.5014935155831,chickpea
43,68,81,22.372808436868198,14.893256105895096,6.761599706,88.41572066254555,chickpea
28,76,82,18.582957265523326,15.544968424007095,6.654425315,73.3126124578651,chickpea
42,79,85,18.71065027284342,12.880502132174502,6.129533877,69.22276456565675,chickpea
32,60,83,20.98600724816893,29.23498387361702,8.829273328,72.14595590794049,chickpea
22,78,76,14.787882523281747,11.824887532906997,8.621662982,80.32204733437815,chickpea
31,79,75,16.651453399308135,15.439967219456374,8.204862075,85.00145725611847,chickpea
28,58,81,21.667529950857823,18.942560833196133,6.18042747,91.24658947646395,chickpea
57,58,77,19.68396347401752,22.23652330615723,7.978996755,99.08711740203779,chickpea
49,55,78,21.23481768385456,13.070173438889212,7.863113671,84.31667820110653,chickpea
46,76,77,13.341014162591541,10.802740844704347,6.967843048,81.47325888991584,chickpea
54,61,77,14.730727575204394,24.584235416377638,6.206582192999999,64.02741889124121,chickpea
38,60,76,21.379364200631446,12.490663534178694,8.868741443,87.73188516426987,chickpea
59,55,79,24.435117084065624,13.102766772386193,8.766128654,76.29514867630616,chickpea
36,76,75,19.849339832437447,16.144384387748538,8.736337905,67.12629112565038,chickpea
57,68,81,15.835759677629724,25.592674736592052,8.081095263,87.11593505150579,chickpea
35,66,81,15.682460538601438,20.779764718495915,6.138243973,82.20147601384124,chickpea
35,64,78,20.669842713988313,18.87715740785261,7.496645259,94.50882363072256,chickpea
52,60,79,16.47025034596069,16.611952683247004,8.380185271,77.88499408503773,chickpea
27,76,83,22.053302367624298,9.690675730257372,6.289614016,71.96126338155214,chickpea
57,60,84,21.19903552194618,21.430253248598913,6.586777189,92.67181876757405,chickpea
52,68,78,19.51680304567735,12.41180169718927,6.89655198,94.83638301035899,chickpea
43,79,79,22.057468056522385,15.244766634991832,7.8067476560000015,76.79972764660889,chickpea
44,74,85,15.720847747337917,19.912448655808262,7.150681303,85.0078568152374,chickpea
24,55,78,19.64784304287911,24.448846905050736,6.64919573,94.08861664925188,chickpea
29,77,75,13.274058229421097,11.023828766958903,7.778591617999999,63.81150361361355,chickpea
20,60,78,20.922679366165365,9.13655122078537,6.358740355,77.54287216546368,chickpea
56,67,78,13.568286290587395,7.3785511074094,8.255450758,65.82390793466216,chickpea
37,66,85,24.623465346794983,14.943934166005313,6.456148474,93.72681115099738,chickpea
49,71,76,15.98924572927938,10.15905084347027,6.613072145,83.8309530411093,chickpea
59,69,80,14.986882082806137,12.272575366246171,8.165359297,60.947720515873534,chickpea
20,79,77,22.976399096660877,15.267581293231462,7.64867466,65.56853036131214,chickpea
24,56,85,16.33336323531865,8.005965932649772,6.545888558,98.31318467207115,chickpea
51,72,75,19.31533749149451,18.570832884752146,7.1042247970000005,86.13957115258825,chickpea
57,73,85,21.739389472072588,15.146791740107913,7.358099622,106.29366918986256,chickpea
22,64,82,16.83527166000996,18.30320671310684,6.4740245000000005,88.24068257506838,chickpea
52,73,79,17.46920716597078,14.723194526669491,7.840339388999999,77.70444042141932,chickpea
29,75,75,18.106367952032336,20.815013027910407,7.064790365,92.11533111912985,chickpea
44,59,78,20.5381540698029,23.606242439327943,7.599033472,75.15581528470771,chickpea
41,69,82,22.991858878500796,16.55853004100337,6.715587232000001,75.45689700569399,chickpea
52,56,85,22.298824036916347,22.399179247784758,6.81712422,77.67203349076897,chickpea
34,76,80,17.837684083585412,6.02918510202576,7.985417393,50.67828711870867,chickpea
42,74,83,18.192778283237676,23.943155279316787,7.545258424,72.16108969196353,chickpea
34,71,79,18.262388915022232,8.935751148071352,7.728998197,65.85251693835977,chickpea
27,73,79,19.2507908774237,6.117809094105995,7.354973451,82.65806347984584,chickpea
30,70,79,23.5208198731504,26.899322583973078,7.313122235,71.197942340547,chickpea
57,57,75,15.301546118261307,12.652482663998372,7.785039076,69.63921013943249,chickpea
27,79,82,18.600291613216335,24.42608514975604,6.307004922999999,85.59958157697434,chickpea
32,71,85,16.019174012387303,5.616068738534391,6.4039823160000005,97.4381331706499,chickpea
31,76,82,21.60416829247208,12.543168038219207,7.599279991,95.6263253559131,chickpea
33,75,84,16.614255837277597,11.532310495789073,7.217018459,59.598248700717946,chickpea
47,80,77,12.769188821285077,20.211387637253203,7.561108006,89.59896308397103,chickpea
54,62,80,15.294835835245447,25.99276511151761,7.489545074,67.44896761828394,chickpea
47,79,78,17.91375722930301,17.016025214364852,6.609696734,63.44470088015147,chickpea
35,57,83,20.53604018750771,25.03688336508456,7.476800943,74.79877981901858,chickpea
53,73,77,21.425078282479493,24.43954699203722,7.325451279,93.25843935792909,chickpea
45,61,78,14.943625583408233,23.360597192507925,6.489389282,66.11150456827717,chickpea
37,78,79,19.28360685525744,7.234115826488285,7.786366322,80.17911950652872,chickpea
30,75,81,16.11820157286104,11.627511150155321,6.4084378860000015,65.02824748276123,chickpea
37,55,82,21.13961002684801,8.348401499562806,8.423873703,68.57075461053762,chickpea
53,65,76,23.658115487376865,15.489822543601742,8.719960893,92.6665139696118,chickpea
22,60,85,16.586719002170025,5.547713581614415,7.811997977000001,85.32468334816649,chickpea
60,61,78,21.244037938451847,10.91080753078289,6.317153205,113.63394489954848,chickpea
42,67,77,20.97539408962198,11.191178963029959,7.114405288,96.5389944875275,chickpea
39,76,76,19.121996911126235,25.558573695047475,8.135900726000001,52.215203934610656,chickpea
35,63,76,14.441999051102798,20.424340537021173,7.714153037999999,106.27980566629117,chickpea
30,65,82,23.562828200497904,14.86606756335486,7.103798069,67.66752857543838,chickpea
57,56,78,13.142272430143086,9.432369972108164,8.861479668,84.64923942519866,chickpea
48,65,78,15.239308074653342,19.798071424652417,7.861128148,72.01523614626204,chickpea
36,56,83,21.183369200006666,14.173734836545318,7.4526709,58.702724499018515,chickpea
40,58,75,15.439487266790838,20.906254631539376,7.168096055,85.55124501925317,chickpea
49,69,82,16.59649988831805,14.225174980573609,7.26311855,94.74936539016743,chickpea
13,60,25,17.677231912856595,22.362419615039563,5.68597166,130.57656548586604,kidneybeans
25,70,16,17.512589259444603,16.22814777838973,5.759237003,106.62920494380569,kidneybeans
31,55,22,21.944495210558323,27.03422262111319,5.873171894,125.66021074391794,kidneybeans
40,64,16,20.163800205465048,16.242392173155967,5.926676985,123.99829563597936,kidneybeans
2,61,20,22.777087195919496,25.092376981034125,5.95561668,79.17752515701639,kidneybeans
26,65,22,15.097465143572958,27.17837667767191,5.9499490810000015,162.15381398871557,kidneybeans
17,57,21,21.123001406600018,23.47559535988245,5.789214288999999,62.95233497423368,kidneybeans
26,80,18,15.216970660398266,28.84709636410674,5.581021521,111.94828922549871,kidneybeans
17,59,17,21.941348748788485,31.54400687182937,5.689858133,140.15510890198073,kidneybeans
27,59,22,25.509865938780273,18.438849131684396,5.794158503999999,126.15115641319191,kidneybeans
28,58,24,20.11620625881087,8.660631395406096,5.748190462999999,149.9730176727632,kidneybeans
25,57,19,22.092179285272707,24.529223407117286,5.566522896,97.56176896683381,kidneybeans
28,80,17,24.614020013061243,19.673543685765765,5.809419584,128.6063210934068,kidneybeans
25,60,22,25.753759773114986,16.05589548605368,5.887263027,126.28977792706108,kidneybeans
12,78,23,13.6290378631326,28.24445636672207,5.99812453,80.06547773403742,kidneybeans
6,77,25,24.26708828897027,15.368844324429737,5.792744849,82.22833528746648,kidneybeans
22,79,17,20.23360894906695,23.90185377290966,5.912289889,99.9966127682209,kidneybeans
27,80,15,14.157102235217234,22.55734116908323,5.7883869510000014,79.97457198778906,kidneybeans
10,55,23,20.12895280556902,15.940112101893074,5.728233081,135.487641243866,kidneybeans
23,65,20,21.93036542855449,29.518306743426113,5.833940084,104.7778656544547,kidneybeans
19,78,16,20.90724236289087,29.8542704421974,5.967533236,68.06701489157226,kidneybeans
19,65,25,20.02420238840905,13.179006725632611,5.6250964460000015,134.6868582504224,kidneybeans
22,70,19,23.23280283316346,11.13141008784749,5.515615023,87.80320492852613,kidneybeans
37,64,22,21.21537590418933,18.700080047750646,5.954665349,141.1970545254226,kidneybeans
11,71,17,15.391319523009338,28.433609950136272,5.74644777,75.83472268258384,kidneybeans
18,79,20,24.489632178433205,30.357191035092885,5.877347515,126.02590907759424,kidneybeans
21,63,17,17.84783208450361,20.037728800498357,5.979973965,118.34222631471319,kidneybeans
24,80,22,14.633738927141572,23.517956572966114,5.635993966,109.53498967993382,kidneybeans
34,60,22,16.16572203718661,18.745080974583672,5.635231778,87.17034926569805,kidneybeans
16,75,21,14.534861567403468,32.09421118505753,5.679224346,93.4965459276209,kidneybeans
17,77,23,24.63755691376881,15.228589891825463,5.670062975,63.465831102722476,kidneybeans
37,72,18,16.526070987739185,24.471110336412423,5.724242065,85.98593284859558,kidneybeans
40,73,20,20.721960971952058,15.534832803638102,5.811314232000001,77.54738293973625,kidneybeans
9,77,17,19.39675451126617,18.808956745911964,5.783425416,124.7140733079881,kidneybeans
1,62,23,15.234328874438356,26.295052608920834,5.607808432000001,143.3276177869691,kidneybeans
33,59,22,24.205153252705834,24.37251862619585,5.946999529,109.81332564667065,kidneybeans
23,59,19,26.216721146356843,20.843364426237805,5.852046999,124.96545662109847,kidneybeans
6,62,22,22.712347547366015,16.933821398630602,5.824090984,112.54903879345862,kidneybeans
25,63,20,19.48932761636841,13.060712745469456,5.502999119,95.44882789264511,kidneybeans
7,79,23,24.00822365091546,11.538070001685512,5.821649914,93.84836984949266,kidneybeans
8,72,17,18.91261460127071,12.784822071620498,5.711439256,107.66935915688651,kidneybeans
27,64,15,24.076460007382323,21.2115618126434,5.514927264,121.94704528926528,kidneybeans
28,66,23,20.988347129956136,23.401721213009957,5.99616119,136.7531316356102,kidneybeans
