N,P,K,temperature,humidity,ph,rainfall,Crop,Yield
88,55,45,27.998743173049668,77.85389341914119,7.730367824,249.3502725297089,rice,2912.6946258666662
60,36,43,22.507301920274813,83.98613263247404,5.286203711000001,231.6449882873486,rice,2667.237662833334
76,60,39,19.37684241073014,75.08497535068284,6.766240045,214.38351778138875,rice,2633.542015054686
93,56,42,24.502917243217617,82.41206480100944,7.382762603,187.4843266264532,rice,3150.0
65,60,43,25.77804801686087,78.64787984691586,5.658169482000001,231.11495440419895,rice,2435.4166666666665
95,52,36,23.536434377270226,74.39598124140126,5.543360237999999,267.1317826284306,rice,3173.333333333333
75,38,39,22.12791477299269,89.27247804945159,6.215109715,264.42058077084835,rice,3287.083333333333
74,54,38,26.03013989215572,86.9846230966554,7.120272972,215.4466563102681,rice,2969.1666666666665
91,36,45,23.172125568154705,82.29588706691274,5.950647577000001,262.3481001426112,rice,3500.0
71,46,40,20.57072403219773,73.20489253308322,7.236705436,205.10449709567945,rice,3211.25
99,55,35,19.267993044604182,75.66109369536937,6.501697816,266.13409624840483,rice,2816.4511039671224
72,40,38,18.621843796129248,78.80404273613993,7.592490617,235.9311196222976,rice,2772.3207437108204
83,58,45,23.691920046791957,85.0120928920002,5.875345751,261.6048783813975,rice,3033.3333333333335
93,58,38,17.931925402622923,75.62512411318426,6.932400225,274.31974091782587,rice,2564.9726265741815
70,36,42,26.502738160173596,87.3850218273536,6.9462098810000015,189.33987336283397,rice,3179.1666666666665
76,47,42,24.48682626519217,84.03589380140163,5.739175027000001,276.50720028799907,rice,3371.666666666667
99,41,36,20.8720255588664,90.28065495995752,6.738652179,176.78974604854244,rice,3290.0
99,54,37,18.1899256523134,78.52771771024186,5.5948196260000005,209.1518083381167,rice,2771.497297105731
86,59,35,24.858973988002163,85.65060150404014,6.946636369,243.00605158868447,rice,2712.5
69,46,41,21.66549182203853,81.4850779055345,5.012139669,254.23958969714425,rice,2532.9484866594994
91,56,37,20.317857327443228,74.18074214681825,6.363472207999999,251.81162056363735,rice,2992.5
61,52,41,28.4132362989052,88.12791627322925,6.880431223,185.0090231771356,rice,2799.9999999999995
67,45,38,18.10635606764832,77.71571095346152,7.300410836,265.8398478088576,rice,2639.5698370537307
79,42,37,28.42452819991599,84.4635690965877,6.587918707999999,308.4024765979471,rice,3124.978676192529
78,43,42,21.19032318580255,82.04231142716785,7.283736617000001,194.9203245465659,rice,3435.833333333333
75,54,36,21.992858042613022,88.71370995244953,7.023936392,237.5479496499121,rice,2896.25
97,36,45,21.74893810315712,73.3348976852532,6.939083505,260.6171575850199,rice,3500.0
67,47,44,28.1519977806676,85.64276824335579,7.868474653,286.139335797639,rice,2628.5260070755003
73,35,38,20.931209894181254,72.49905173293108,5.005306977,175.9623985044016,rice,2543.0634646655003
77,36,37,28.03505509937541,76.50320045683102,6.136131869,179.29805754010673,rice,3246.2499999999995
81,41,38,24.75777756044549,89.91828679132325,7.5240800760000015,215.0280714685531,rice,3362.2992567919982
68,57,43,23.148606265291544,88.9707418803784,5.706943251,183.4120343402583,rice,2706.6666666666665
72,45,35,24.419387137479653,80.2096329682137,5.758506323,176.8308338802994,rice,2980.8333333333335
61,53,43,26.335863601495177,90.8801504808829,6.349606327,227.9073069040444,rice,2741.6666666666665
67,43,39,25.14175358135986,82.28618984932295,5.9999690260000005,178.6987802438093,rice,3030.4166666666665
67,58,39,23.54422794990562,84.71477959025742,5.453592032,227.70347430561029,rice,2516.158628816
66,60,38,19.40218714123209,92.5372350013417,6.372576327000001,248.91107778065975,rice,2277.7600272696486
82,43,38,24.62303716383448,76.66731764481655,5.105588355,249.0086330147288,rice,2859.3889860900003
84,50,44,21.62715621698131,81.70201695574198,5.9353444060000005,198.1693360254405,rice,3500.0
81,53,42,24.699023795892955,90.1844742246693,5.17782304,237.44694245265944,rice,2896.5046432
91,50,40,16.623501028960103,83.76311858695831,6.462391607000001,217.9909703511992,rice,2790.9352160816215
93,53,38,30.103915716317857,84.19197088681302,7.069172227,284.3456221549551,rice,3220.0
90,44,38,28.659842885024936,80.16280041104393,7.473134377,238.35005365511063,rice,3395.0000000000005
81,45,35,27.44178069012572,81.76997004584442,6.158376967000001,203.1272437730171,rice,3237.4999999999995
78,40,38,21.741550449398567,74.81012620811535,7.549873681,257.78740907671715,rice,3264.3849656809994
60,51,36,27.08510132044421,85.4248724546791,6.028321557999999,261.62723650875193,rice,2648.3333333333335
88,46,42,18.36700049673445,77.79073700689656,6.604993475,192.26230638730104,rice,3157.0701043142344
93,47,37,18.559435838251275,78.11910553561819,6.500343222000001,276.9467385036288,rice,3053.594857361293
60,55,45,19.110410217469028,77.15178869439328,5.935745417000001,283.0578614322278,rice,2484.889609251372
78,35,44,30.63922742592744,93.48495883979436,7.072655622,182.9293885034293,rice,3435.833333333333
65,37,40,22.151523504584866,91.66677394398356,5.333322606,173.46579518417477,rice,2817.487046745
71,54,16,18.517306929533795,65.69256233218394,5.7499144210000015,93.6892807554591,maize,781.7814014386671
61,44,17,30.024940101566603,62.15306752414145,6.931756557999999,100.61873244219,maize,838.1145283215648
80,43,16,27.69149945867943,67.72603400013428,6.657964753,79.55711626450234,maize,852.4444444444445
73,58,21,22.319137793074937,64.88488568103469,6.596060648,42.94733955708922,maize,933.3333333333333
61,38,20,23.111975438447978,57.36839848755138,5.970458434,60.64674725076269,maize,746.6666666666666
68,41,16,23.42047976544165,60.71158900196983,6.158830619,105.68428226311114,maize,793.3333333333333
93,41,17,21.809407727782503,59.10207065827284,6.047906679,108.29318116948336,maize,954.8
89,60,19,29.641478021595688,73.91928160236796,5.913664501,79.76143793582236,maize,1053.7333333333333
76,44,17,17.520619821727983,55.80574163725458,5.855442401,50.465998282933576,maize,652.5588585226355
67,60,25,27.73702054624872,61.034452227568295,5.750254943,125.6788800640686,maize,902.3808534222221
70,44,19,18.49857646733745,74.8166062476822,5.852607099,100.3968638068978,maize,726.4923809307112
90,49,21,20.773449597949437,66.9788192975744,6.4725232870000005,60.71752747633674,maize,1048.4444444444443
62,52,16,27.07311166461034,52.328528795680754,6.9670577620000005,73.76826823508745,maize,933.3333333333333
92,44,16,14.588241068183644,59.34082881686748,6.082973754,84.68821956624038,maize,508.4278092105265
66,54,21,24.12729580621232,53.82099864876755,5.919045532,75.23943149229329,maize,933.3333333333333
63,58,22,17.32784823307444,62.15616436678357,6.204747652999999,83.70159811291292,maize,708.8725849115864
70,47,17,28.22016585719165,63.27475660796675,6.600827017,111.74416227081112,maize,886.6666666666666
61,41,17,22.49745561371156,72.05469129776971,6.021902237000001,78.43860741508084,maize,793.3333333333333
66,53,19,25.8677798541003,56.27793382295402,6.033550195,57.73375217281679,maize,933.3333333333333
74,55,19,14.819190463168953,62.0697469212038,6.28886807,83.43171755546012,maize,498.1453322395253
77,57,21,29.53163779570076,66.5567934213722,6.550563822999999,68.6106920277775,maize,933.3333333333333
99,50,15,13.984284572410782,71.19329437410842,5.573286437,107.54978541921604,maize,490.8094785822668
74,56,22,20.421181818915628,72.02413026687861,6.829199275,98.06896134391042,maize,933.3333333333333
83,45,21,15.001927542803124,53.80484061453164,5.716222912,66.32496734719138,maize,474.9579008761893
100,48,16,22.834075078625176,67.70061591880985,5.54990242,70.16046055221922,maize,946.2224246222222
79,51,16,26.419009238088385,75.08276394854914,6.586244581,90.09727019162638,maize,951.0666666666668
94,39,18,22.49929379883224,61.64896020406128,5.893093135,91.74687156846188,maize,933.9555555555555
75,49,15,18.046904680230124,79.77019921631857,5.918263801,89.58875322728608,maize,756.4521043647861
78,48,22,21.063447029468232,55.14771504291425,5.588650585,84.98149977143639,maize,781.5140792231113
87,54,20,30.601539351479417,70.94902362866388,6.576418207000001,117.71044702285342,maize,977.264058784632
87,35,25,25.404620060623696,65.90610021442298,6.178056304,82.19025423219138,maize,799.8666666666667
63,43,19,16.709022703965356,56.93180501598568,6.641906353,106.76147485552652,maize,580.253929078674
84,57,25,24.874160318746306,64.52109967588372,6.489040367,65.95955943017489,maize,1002.3999999999997
64,35,23,23.06739618881955,55.28468210641323,5.680361037999999,81.20161051377309,maize,644.1684843999997
60,46,22,24.66353961859717,71.7383715462082,6.625404347999999,97.9889787261462,maize,871.1111111111111
98,44,21,27.23400017316707,74.15055030760769,6.524478032,103.06937297453844,maize,1052.8000000000002
75,56,18,19.87519556370361,66.07864819523527,5.696205468,45.02396226986823,maize,858.9919213400676
86,55,21,22.78474782150124,63.835263054135865,6.803931519,129.46965363069037,maize,1022.9333333333334
98,35,18,19.824687933385103,78.98756468726715,6.252797547999999,108.03470418931526,maize,898.397763103453
76,57,18,17.4386060976991,72.98437002970357,6.092725883,103.55766519108502,maize,718.1762455400577
99,56,17,23.530614091610182,65.69877371110533,6.234330356,82.55466608586866,maize,1156.3999999999999
60,44,23,22.656749418107555,60.42865228226774,5.722579819,90.396379297155,maize,796.64469864
74,48,17,18.14745402680209,52.69857300081664,6.430616465,85.43068095684134,maize,751.795489198552
89,60,17,27.62934893965229,65.6845709103479,5.983952675,102.87914930546094,maize,1053.7333333333333
69,51,23,18.00235281234783,66.17384681065062,6.80163854,109.97898946500833,maize,765.530969570551
96,46,22,16.086953450552926,72.500724069296,6.499936446,60.91236600628022,maize,688.8835708094949
61,60,15,21.65872138523905,70.79255645497355,6.265564338,73.629660705334,maize,933.3333333333333
74,58,18,20.47573641681228,46.51486011335933,6.727303282,123.83084608289032,maize,933.3333333333333
74,43,23,21.65167320895899,71.67887102208994,6.325235159,92.43174658929844,maize,824.4444444444445
63,43,17,19.782841580128604,68.19202182195063,6.807487794,70.29533565697643,maize,808.331289689987
99,36,20,21.918312005614656,71.50813192787848,6.671085817000001,77.31727836046247,maize,938.6222222222223
77,36,23,21.34118965206598,50.26168230443139,6.648725327,87.16388256424518,maize,715.5555555555555
87,60,23,17.87099871762738,71.59393895588798,6.439071996,72.97402476786051,maize,835.2284287547348
60,38,17,16.347301386872658,64.31087438162524,6.474476516,63.05844362755588,maize,501.20531986450936
94,54,17,26.490547590470022,61.50207123614277,5.871647806,92.63869329314691,maize,1105.0666666666666
95,38,22,22.073782889006512,60.41700338539569,5.730617109,82.58439170374272,maize,885.7109479275556
84,44,21,20.500399326526068,60.8847038812708,5.850439831,115.7576295536596,maize,909.0666666666666
77,58,19,22.04274219480545,49.12314527360425,5.791649933,115.08372660376828,maize,928.1377360888891
66,44,20,21.358483118056117,63.18623769226876,6.740000687999999,81.41540891719481,maize,840.0
63,35,16,22.81245938052481,73.01124378480219,6.272417541,85.67731201681478,maize,700.0
79,45,20,24.55068206258341,68.95476641292642,5.715208817000001,84.58442249523685,maize,823.9240902291264
72,60,25,22.71174434354507,64.89179669188992,5.773454729,101.98180213037595,maize,916.8162758222223
67,51,24,21.451664676444047,64.86363623236382,5.584171461,80.2081281999868,maize,799.0400201777782
86,36,24,28.25322580309705,63.969155661377776,5.787268394,79.52916558489547,maize,798.3216066875259
76,48,18,21.74980750927752,67.47230882420679,5.77597783,72.83681769002712,maize,887.7733318222226
75,53,18,20.02289275708205,54.0332441855733,6.864793607,117.58903970845472,maize,933.3333333333333
81,45,23,17.077018943243875,60.26384788517079,6.192360002999999,87.26167442936814,maize,658.6859340925324
73,45,21,28.562689174998468,75.88653689695299,6.636803222999999,111.12277953090124,maize,855.5555555555557
71,35,24,18.50875471447988,55.28527568007247,5.826426917,56.95190044574525,maize,606.0515470122325
96,54,22,23.065176143719867,58.79107574642233,6.960358276,74.52202434128833,maize,1125.6
99,39,18,16.637817450772836,71.8581573910926,6.11275104,70.66064119264333,maize,687.143989153621
62,48,20,19.35353094983412,58.95730926087877,6.708446922,78.11859991343971,maize,849.7289353487528
86,37,16,18.15657644001121,68.45577358238377,5.561510732,65.54016268984094,maize,575.7101637413431
94,50,19,19.201211142112616,69.65075783322037,5.873242491,82.12997428366974,maize,1025.622322016619
76,39,24,29.18355086183078,53.56927267500113,6.995843776,77.21962606106842,maize,762.2222222222222
77,52,17,22.54068159460217,75.2366528469422,5.714799723,73.66535083310151,maize,880.3198276444442
74,39,23,20.226741850728367,68.54571563258527,6.78073637,96.90719637719104,maize,762.2222222222222
81,49,20,18.022858045132104,52.65945981842064,5.513697923,90.72657171390269,maize,635.9156043664457
63,42,21,25.23781168572304,74.32688139348136,5.798423907999999,58.60113706200198,maize,808.0389666844442
99,38,21,22.68014959330188,71.62862218804806,6.352471866,65.69759925790181,maize,969.7333333333333
90,52,25,24.22084509174901,74.66501943844919,6.822586546,109.964721521305,maize,1064.0000000000002
68,40,19,26.818725191500445,71.26427969544704,6.655426355,106.43087285483897,maize,777.7777777777778
60,57,24,18.731053032376863,61.59479132050599,6.1212940410000005,55.17435566460547,maize,826.7417880529899
71,52,18,22.10338764255556,58.44773453551451,5.790770202999999,71.69162387232171,maize,927.590348533333
61,59,17,24.300670868388277,63.08329279687121,6.47444292,110.35176223362022,maize,933.3333333333333
88,38,15,21.273490989996173,72.03428402780452,6.455116637000001,58.55521687925472,maize,856.8
65,60,22,28.837769296048297,64.28322814113824,6.6069840860000015,97.81941309888047,maize,933.3333333333333
78,37,22,29.02487608894257,66.0006653371533,6.330554389,64.3172138048452,maize,738.5777777777778
78,58,15,29.87552025842778,68.24617986901177,6.5286312660000005,67.31861083868213,maize,940.8000000000001
92,60,23,14.511512736925908,75.45415758391685,5.721667141,80.91449320513661,maize,520.1530040813276
79,59,17,20.076387196368668,66.83480247836604,6.644205485,94.46335162200324,maize,951.0666666666668
91,55,15,21.270708843101666,78.84200360314205,6.376651091,93.78638587333982,maize,1074.2666666666667
76,51,18,27.712842642317455,73.4977550387681,6.247040422,89.9840004618512,maize,933.3333333333333
87,48,25,23.133543679676556,56.533952776036976,6.656730007999999,106.06262059532826,maize,1002.0888888888888
71,60,22,29.82898734818053,66.87388805076105,6.2048017,66.7396532959451,maize,933.3333333333333
90,57,24,16.826054307313356,66.48697859690364,6.158860284,83.99450461464735,maize,760.0629604683271
67,35,22,21.479282601498724,55.061099147795325,6.385684213999999,88.88501943496964,maize,700.0
60,54,19,15.024631593983257,53.040262008044245,6.417820493,80.07844495425151,maize,515.4023872279269
83,58,23,24.42709485097022,53.767066578001135,6.381201909,81.63670737897057,maize,992.1333333333333
83,57,19,30.667470682524296,65.27840099542759,6.877869005,79.49442320235926,maize,932.533541149374
40,72,77,20.39059817138011,25.89302848643418,7.485996067,94.3618035378746,chickpea,266.66666666666663
23,72,84,19.333888148724046,25.751475100506767,6.920251378,77.81618084904932,chickpea,188.00998667703283
39,58,85,13.759205617262554,21.60637143418783,5.9969320370000005,55.43283539533397,chickpea,129.4544999809778
22,72,85,21.31725698176509,17.25438557463061,6.391173589,70.80496313965799,chickpea,200.0
36,67,77,17.005116680998245,24.06662326635433,7.152811172000001,97.50036090553542,chickpea,173.36262563945587
32,73,81,19.164345573004425,20.04008382512636,5.988992796000002,81.30097999369328,chickpea,191.2273183122574
58,70,84,24.98494831410802,12.055669915743124,6.231049027999999,57.405524157305145,chickpea,266.66666666666663
59,70,84,13.86289902782405,14.305763667575306,7.550808267000001,74.46396773206058,chickpea,129.72030101333328
42,62,75,15.26296741347766,27.123498782725257,7.010570541,86.22502184326075,chickpea,152.97788459013051
28,74,81,16.722466707936658,11.456256481229412,8.753795334,71.91638793762687,chickpea,70.50220037142991
58,66,79,21.191393308673927,24.6212444626789,8.718192847000001,108.28591240575054,chickpea,133.33333333333331
43,66,79,19.884494453356297,8.026660933325777,7.976607593,63.52743723711316,chickpea,196.81499304599262
58,63,81,21.98034187591831,23.00624446189451,6.515499548999999,87.68778615325726,chickpea,266.66666666666663
23,62,85,15.526784126932212,15.222786378604832,8.490127142,93.04742781099692,chickpea,59.741057142389906
27,62,77,16.794645720509312,8.183651450503849,6.576415562,50.58817747527274,chickpea,142.3036229691676
28,72,84,15.407450741277158,19.67361218977519,6.481783042999999,64.07744553772078,chickpea,117.33411334298884
50,56,76,22.700398967113895,20.46474043193772,7.966605025,56.10709876827178,chickpea,200.30506311111114
39,71,84,17.90417897678002,20.89694606619302,8.140825437,73.49699777613735,chickpea,138.50194633812967
25,78,76,13.969084456554771,7.23149027421084,7.228963452,69.87376410599524,chickpea,100.0
31,70,77,23.29998969971983,10.42417034860297,6.492546046,101.5367556756584,chickpea,200.66666666666663
26,80,83,14.171574881001709,19.23507902326084,7.528599957000001,57.63833814306732,chickpea,98.47466895999996
25,68,77,21.05362287711875,8.214048289433666,7.701446446,100.32011554318302,chickpea,178.5123790933333
31,78,76,21.26960957165085,15.786295398044285,8.519975748,80.92610371683773,chickpea,100.33333333333331
60,68,83,15.198012419192109,14.01973483282259,6.620900869,78.22986859306152,chickpea,151.41896472727728
59,62,83,23.33410738338929,23.74440531583113,8.104396057999999,61.37346411557884,chickpea,180.7081161955557
22,67,78,21.741420589322114,4.526847545918072,6.204090835,79.00642911397901,chickpea,200.0
36,65,80,18.493668492759458,23.885627051557627,6.051091339,72.73592113838029,chickpea,205.15809233867537
59,60,84,23.12586733434912,24.363805029355238,7.690962337999999,80.3812482427645,chickpea,239.5075785955556
54,77,85,20.211335672327596,26.94770779869049,7.8292111439999985,70.5014935155831,chickpea,219.8455261866669
43,68,81,22.3728084368682,14.893256105895096,6.761599706,88.41572066254555,chickpea,266.66666666666663
28,76,82,18.582957265523326,15.544968424007097,6.654425315,73.3126124578651,chickpea,174.49323077941986
42,79,85,18.71065027284342,12.880502132174502,6.129533877,69.22276456565675,chickpea,235.72227321490874
32,60,83,20.98600724816893,29.23498387361702,8.829273328,72.14595590794049,chickpea,104.0
22,78,76,14.787882523281748,11.824887532906995,8.621662982,80.32204733437815,chickpea,53.09094270953574
31,79,75,16.651453399308135,15.439967219456374,8.204862075,85.00145725611847,chickpea,87.49006751357076
28,58,81,21.667529950857823,18.942560833196133,6.18042747,91.24658947646395,chickpea,200.0
57,58,77,19.68396347401752,22.23652330615723,7.978996755,99.0871174020378,chickpea,192.89547713096448
49,55,78,21.23481768385456,13.070173438889212,7.863113671,84.31667820110653,chickpea,215.02383345777778
46,76,77,13.34101416259154,10.802740844704347,6.967843048,81.47325888991584,chickpea,133.33333333333331
54,61,77,14.730727575204394,24.58423541637764,6.206582192999999,64.02741889124121,chickpea,140.20412847157212
38,60,76,21.379364200631446,12.490663534178694,8.868741443,87.73188516426987,chickpea,126.0
59,55,79,24.435117084065624,13.102766772386191,8.766128654,76.29514867630616,chickpea,133.33333333333331
36,76,75,19.849339832437447,16.144384387748538,8.736337905,67.12629112565038,chickpea,117.05761607709861
57,68,81,15.835759677629724,25.59267473659205,8.081095263,87.11593505150579,chickpea,115.05393946724729
35,66,81,15.682460538601438,20.779764718495915,6.138243973,82.20147601384124,chickpea,140.62693314904976
35,64,78,20.669842713988317,18.87715740785261,7.496645259,94.50882363072256,chickpea,230.00000000000003
52,60,79,16.47025034596069,16.611952683247004,8.380185271,77.88499408503773,chickpea,96.53824055510947
27,76,83,22.053302367624298,9.690675730257372,6.289614016,71.96126338155214,chickpea,200.0
57,60,84,21.19903552194618,21.430253248598916,6.586777189,92.67181876757404,chickpea,266.66666666666663
52,68,78,19.51680304567735,12.41180169718927,6.89655198,94.836383010359,chickpea,255.069939762923
43,79,79,22.057468056522385,15.244766634991832,7.8067476560000015,76.79972764660889,chickpea,223.04033336888867
44,74,85,15.720847747337915,19.912448655808262,7.150681303,85.0078568152374,chickpea,163.9670126027766
24,55,78,19.64784304287911,24.448846905050736,6.64919573,94.08861664925188,chickpea,193.661174771824
29,77,75,13.274058229421096,11.023828766958903,7.778591617999999,63.81150361361355,chickpea,85.14178037333338
20,60,78,20.922679366165365,9.13655122078537,6.358740355,77.54287216546368,chickpea,200.0
56,67,78,13.568286290587396,7.3785511074094,8.255450758,65.82390793466216,chickpea,79.61239054222219
37,66,85,24.623465346794983,14.943934166005311,6.456148474,93.72681115099738,chickpea,244.66666666666669
49,71,76,15.98924572927938,10.15905084347027,6.613072145,83.8309530411093,chickpea,170.40856416937177
59,69,80,14.986882082806137,12.272575366246173,8.165359297,60.947720515873534,chickpea,94.41767390693471
20,79,77,22.97639909666088,15.267581293231462,7.64867466,65.56853036131214,chickpea,184.1413696
24,56,85,16.33336323531865,8.005965932649772,6.545888558,98.31318467207116,chickpea,134.0005382357357
51,72,75,19.31533749149451,18.570832884752143,7.1042247970000005,86.13957115258825,chickpea,250.23476646253488
57,73,85,21.739389472072588,15.146791740107911,7.358099622,106.29366918986256,chickpea,266.66666666666663
22,64,82,16.83527166000996,18.30320671310684,6.4740245000000005,88.24068257506838,chickpea,143.03488988017926
52,73,79,17.46920716597078,14.723194526669491,7.840339388999999,77.70444042141932,chickpea,168.5488190679164
29,75,75,18.106367952032336,20.815013027910407,7.064790365,92.11533111912983,chickpea,165.91462313658207
44,59,78,20.5381540698029,23.606242439327943,7.599033472,75.15581528470771,chickpea,252.58190620444435
41,69,82,22.9918588785008,16.55853004100337,6.715587232000001,75.45689700569399,chickpea,266.66666666666663
52,56,85,22.298824036916347,22.39917924778476,6.81712422,77.67203349076897,chickpea,266.66666666666663
34,76,80,17.837684083585412,6.02918510202576,7.985417393,50.67828711870867,chickpea,132.90624358898964
42,74,83,18.19277828323768,23.943155279316787,7.545258424,72.16108969196353,chickpea,217.9035295148216
34,71,79,18.262388915022232,8.935751148071352,7.728998197,65.85251693835977,chickpea,164.90299241944427
27,73,79,19.2507908774237,6.117809094105995,7.354973451,82.65806347984584,chickpea,186.5142357936266
30,70,79,23.5208198731504,26.89932258397308,7.313122235,71.197942340547,chickpea,200.0
57,57,75,15.301546118261308,12.652482663998372,7.785039076,69.63921013943249,chickpea,130.50719249546557
27,79,82,18.60029161321633,24.42608514975604,6.307004922999999,85.59958157697434,chickpea,174.80524903789396
32,71,85,16.019174012387303,5.616068738534391,6.4039823160000005,97.4381331706499,chickpea,133.47893751189034
31,76,82,21.60416829247208,12.543168038219209,7.599279991,95.6263253559131,chickpea,190.04150140764438
33,75,84,16.614255837277597,11.532310495789073,7.217018459,59.598248700717946,chickpea,149.71761145977314
47,80,77,12.769188821285075,20.211387637253203,7.561108006,89.59896308397103,chickpea,128.98787512888885
54,62,80,15.294835835245449,25.99276511151761,7.489545074,67.44896761828394,chickpea,153.7427267125574
47,79,78,17.91375722930301,17.016025214364852,6.609696734,63.44470088015147,chickpea,216.59684016993887
35,57,83,20.53604018750771,25.03688336508456,7.476800943,74.79877981901858,chickpea,230.00000000000003
53,73,77,21.425078282479493,24.43954699203722,7.325451279,93.25843935792908,chickpea,266.66666666666663
45,61,78,14.943625583408233,23.360597192507925,6.489389282,66.11150456827717,chickpea,145.31368066846426
37,78,79,19.28360685525744,7.234115826488285,7.786366322,80.17911950652872,chickpea,193.93335826333768
30,75,81,16.11820157286104,11.62751115015532,6.4084378860000015,65.02824748276123,chickpea,130.1276283114987
37,55,82,21.13961002684801,8.348401499562806,8.423873703,68.57075461053762,chickpea,124.11141368853336
53,65,76,23.658115487376865,15.489822543601742,8.719960893,92.6665139696118,chickpea,133.33333333333331
22,60,85,16.586719002170025,5.547713581614415,7.811997977000001,85.32468334816649,chickpea,115.50455078177978
60,61,78,21.244037938451847,10.91080753078289,6.317153205,113.63394489954848,chickpea,266.66666666666663
